<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
US1.PG,D,20150206,000000,85.6100000
US1.PG,D,20150209,000000,85.0400000
US1.PG,D,20150210,000000,85.3700000
US1.PG,D,20150211,000000,85.6200000
US1.PG,D,20150212,000000,86.0100000
US1.PG,D,20150213,000000,85.9100000
US1.PG,D,20150217,000000,85.4100000
US1.PG,D,20150218,000000,86.2700000
US1.PG,D,20150219,000000,85.2000000
US1.PG,D,20150220,000000,84.8600000
US1.PG,D,20150223,000000,85.4400000
US1.PG,D,20150224,000000,85.4800000
US1.PG,D,20150225,000000,85.4500000
US1.PG,D,20150226,000000,85.1600000
US1.PG,D,20150227,000000,85.0900000
US1.PG,D,20150302,000000,85.3900000
US1.PG,D,20150303,000000,85.1500000
US1.PG,D,20150304,000000,84.3500000
US1.PG,D,20150305,000000,84.6400000
US1.PG,D,20150306,000000,82.6500000
US1.PG,D,20150309,000000,83.0800000
US1.PG,D,20150310,000000,81.5900000
US1.PG,D,20150311,000000,81.4000000
US1.PG,D,20150312,000000,82.0900000
US1.PG,D,20150313,000000,81.8400000
US1.PG,D,20150316,000000,83.5400000
US1.PG,D,20150317,000000,82.8300000
US1.PG,D,20150318,000000,83.7300000
US1.PG,D,20150319,000000,83.3700000
US1.PG,D,20150320,000000,84.7500000
US1.PG,D,20150323,000000,84.8200000
US1.PG,D,20150324,000000,83.9050000
US1.PG,D,20150325,000000,83.0400000
US1.PG,D,20150326,000000,82.1300000
US1.PG,D,20150327,000000,82.3400000
US1.PG,D,20150330,000000,82.7200000
US1.PG,D,20150331,000000,82.0600000
US1.PG,D,20150401,000000,82.2600000
US1.PG,D,20150402,000000,82.4200000
US1.PG,D,20150406,000000,83.0150000
US1.PG,D,20150407,000000,82.3700000
US1.PG,D,20150408,000000,82.7500000
US1.PG,D,20150409,000000,82.9000000
US1.PG,D,20150410,000000,83.3200000
US1.PG,D,20150413,000000,83.5400000
US1.PG,D,20150414,000000,83.5800000
US1.PG,D,20150415,000000,83.4900000
US1.PG,D,20150416,000000,83.5300000
US1.PG,D,20150417,000000,82.5500000
US1.PG,D,20150420,000000,82.8600000
US1.PG,D,20150421,000000,83.0600000
US1.PG,D,20150422,000000,83.1100000
US1.PG,D,20150423,000000,80.9200000
US1.PG,D,20150424,000000,81.0050000
US1.PG,D,20150427,000000,80.5050000
US1.PG,D,20150428,000000,80.4100000
US1.PG,D,20150429,000000,79.8400000
US1.PG,D,20150430,000000,79.4900000
US1.PG,D,20150501,000000,80.2800000
US1.PG,D,20150504,000000,80.3300000
US1.PG,D,20150505,000000,80.0400000
US1.PG,D,20150506,000000,80.4100000
US1.PG,D,20150507,000000,80.2000000
US1.PG,D,20150508,000000,80.9700000
US1.PG,D,20150511,000000,80.2600000
US1.PG,D,20150512,000000,79.9600000
US1.PG,D,20150513,000000,79.7000000
US1.PG,D,20150514,000000,80.5900000
US1.PG,D,20150515,000000,81.0250000
US1.PG,D,20150518,000000,80.7100000
US1.PG,D,20150519,000000,80.8100000
US1.PG,D,20150520,000000,80.4600000
US1.PG,D,20150521,000000,80.4200000
US1.PG,D,20150522,000000,79.9600000
US1.PG,D,20150526,000000,79.1500000
US1.PG,D,20150527,000000,79.3800000
US1.PG,D,20150528,000000,79.3350000
US1.PG,D,20150529,000000,78.5300000
US1.PG,D,20150601,000000,78.8450000
US1.PG,D,20150602,000000,78.5400000
US1.PG,D,20150603,000000,78.5500000
US1.PG,D,20150604,000000,78.1700000
US1.PG,D,20150605,000000,77.3950000
US1.PG,D,20150608,000000,77.7300000
US1.PG,D,20150609,000000,78.9100000
US1.PG,D,20150610,000000,79.5600000
US1.PG,D,20150611,000000,79.4200000
US1.PG,D,20150612,000000,78.8550000
US1.PG,D,20150615,000000,78.1450000
US1.PG,D,20150616,000000,79.1200000
US1.PG,D,20150617,000000,80.0600000
US1.PG,D,20150618,000000,80.8000000
US1.PG,D,20150619,000000,80.5650000
US1.PG,D,20150622,000000,80.3650000
US1.PG,D,20150623,000000,79.8150000
US1.PG,D,20150624,000000,79.5200000
US1.PG,D,20150625,000000,79.4000000
US1.PG,D,20150626,000000,79.3400000
US1.PG,D,20150629,000000,78.2950000
US1.PG,D,20150630,000000,78.4050000
US1.PG,D,20150701,000000,79.7400000
US1.PG,D,20150702,000000,79.9650000
US1.PG,D,20150706,000000,79.9950000
US1.PG,D,20150707,000000,81.7700000
US1.PG,D,20150708,000000,80.9200000
US1.PG,D,20150709,000000,80.6600000
US1.PG,D,20150710,000000,80.9500000
US1.PG,D,20150713,000000,81.9100000
US1.PG,D,20150714,000000,82.1300000
US1.PG,D,20150715,000000,82.1800000
US1.PG,D,20150716,000000,82.3100000
US1.PG,D,20150717,000000,82.2250000
US1.PG,D,20150720,000000,82.1600000
US1.PG,D,20150721,000000,81.6700000
US1.PG,D,20150722,000000,80.8150000
US1.PG,D,20150723,000000,80.7000000
US1.PG,D,20150724,000000,80.3100000
US1.PG,D,20150727,000000,79.9900000
US1.PG,D,20150728,000000,80.2400000
US1.PG,D,20150729,000000,80.6300000
US1.PG,D,20150730,000000,77.3400000
US1.PG,D,20150731,000000,76.7100000
US1.PG,D,20150803,000000,76.3900000
US1.PG,D,20150804,000000,75.9200000
US1.PG,D,20150805,000000,75.7650000
US1.PG,D,20150806,000000,75.7400000
US1.PG,D,20150807,000000,75.4700000
US1.PG,D,20150810,000000,76.3700000
US1.PG,D,20150811,000000,76.2400000
US1.PG,D,20150812,000000,76.4100000
US1.PG,D,20150813,000000,75.7800000
US1.PG,D,20150814,000000,75.6200000
US1.PG,D,20150817,000000,75.5000000
US1.PG,D,20150818,000000,75.1250000
US1.PG,D,20150819,000000,74.1400000
US1.PG,D,20150820,000000,73.9300000
US1.PG,D,20150821,000000,72.6300000
US1.PG,D,20150824,000000,69.8600000
US1.PG,D,20150826,000000,70.8500000
US1.PG,D,20150827,000000,71.4500000
US1.PG,D,20150828,000000,71.1900000
US1.PG,D,20150831,000000,70.6800000
US1.PG,D,20150901,000000,68.6500000
US1.PG,D,20150902,000000,69.7700000
US1.PG,D,20150903,000000,69.9100000
US1.PG,D,20150904,000000,68.7600000
US1.PG,D,20150908,000000,69.9350000
US1.PG,D,20150909,000000,68.4900000
US1.PG,D,20150910,000000,68.2650000
US1.PG,D,20150911,000000,68.4400000
US1.PG,D,20150914,000000,68.0600000
US1.PG,D,20150915,000000,69.4600000
US1.PG,D,20150916,000000,70.0950000
US1.PG,D,20150917,000000,70.3900000
US1.PG,D,20150918,000000,69.9300000
US1.PG,D,20150921,000000,70.6800000
US1.PG,D,20150922,000000,70.1800000
US1.PG,D,20150923,000000,70.2700000
US1.PG,D,20150924,000000,71.5600000
US1.PG,D,20150925,000000,72.6500000
US1.PG,D,20150928,000000,71.8200000
US1.PG,D,20150929,000000,72.3500000
US1.PG,D,20150930,000000,71.8000000
US1.PG,D,20151001,000000,71.9100000
US1.PG,D,20151002,000000,72.4000000
US1.PG,D,20151012,000000,74.3200000
US1.PG,D,20151013,000000,74.1300000
US1.PG,D,20151014,000000,74.2200000
US1.PG,D,20151015,000000,74.2650000
US1.PG,D,20151016,000000,74.9100000
US1.PG,D,20151019,000000,75.1800000
US1.PG,D,20151020,000000,74.4500000
US1.PG,D,20151021,000000,73.5200000
US1.PG,D,20151022,000000,74.8500000
US1.PG,D,20151023,000000,77.0100000
US1.PG,D,20151026,000000,77.4700000
US1.PG,D,20151027,000000,77.3200000
US1.PG,D,20151028,000000,76.4200000
US1.PG,D,20151029,000000,77.0350000
US1.PG,D,20151030,000000,76.4050000
US1.PG,D,20151102,000000,76.6000000
US1.PG,D,20151103,000000,76.9900000
US1.PG,D,20151104,000000,77.0700000
US1.PG,D,20151105,000000,76.4250000
US1.PG,D,20151106,000000,75.4350000
US1.PG,D,20151109,000000,75.4400000
US1.PG,D,20151110,000000,75.6800000
US1.PG,D,20151111,000000,76.0100000
US1.PG,D,20151112,000000,74.6850000
US1.PG,D,20151113,000000,73.9900000
US1.PG,D,20151116,000000,75.2400000
US1.PG,D,20151117,000000,75.1300000
US1.PG,D,20151118,000000,75.8800000
US1.PG,D,20151119,000000,76.2400000
US1.PG,D,20151120,000000,75.7550000
US1.PG,D,20151123,000000,76.0100000
US1.PG,D,20151124,000000,76.4700000
US1.PG,D,20151125,000000,75.9100000
US1.PG,D,20151127,000000,75.7200000
US1.PG,D,20151130,000000,74.9350000
US1.PG,D,20151201,000000,75.9950000
US1.PG,D,20151202,000000,75.8000000
US1.PG,D,20151203,000000,75.6600000
US1.PG,D,20151204,000000,77.8200000
US1.PG,D,20151207,000000,78.3800000
US1.PG,D,20151208,000000,77.7600000
US1.PG,D,20151209,000000,77.6400000
US1.PG,D,20151210,000000,77.8700000
US1.PG,D,20151211,000000,77.7200000
US1.PG,D,20151214,000000,78.3600000
US1.PG,D,20151215,000000,79.7000000
US1.PG,D,20151216,000000,80.9700000
US1.PG,D,20151217,000000,80.3000000
US1.PG,D,20151218,000000,78.1700000
US1.PG,D,20151221,000000,78.9500000
US1.PG,D,20151222,000000,79.5900000
US1.PG,D,20151223,000000,79.8700000
US1.PG,D,20151224,000000,79.7800000
US1.PG,D,20151228,000000,79.9200000
US1.PG,D,20151229,000000,80.3300000
US1.PG,D,20151230,000000,80.0600000
US1.PG,D,20151231,000000,79.4600000
US1.PG,D,20160104,000000,78.4000000
US1.PG,D,20160105,000000,78.6400000
US1.PG,D,20160106,000000,77.8700000
US1.PG,D,20160107,000000,77.1500000
US1.PG,D,20160108,000000,75.9700000
US1.PG,D,20160111,000000,76.6600000
US1.PG,D,20160112,000000,76.4900000
US1.PG,D,20160113,000000,75.8600000
US1.PG,D,20160114,000000,76.1400000
US1.PG,D,20160115,000000,74.9600000
US1.PG,D,20160119,000000,76.7100000
US1.PG,D,20160120,000000,75.8300000
US1.PG,D,20160121,000000,76.7300000
US1.PG,D,20160122,000000,77.3500000
US1.PG,D,20160125,000000,76.9800000
US1.PG,D,20160126,000000,78.7900000
US1.PG,D,20160127,000000,78.7900000
US1.PG,D,20160128,000000,79.8200000
US1.PG,D,20160129,000000,81.7100000
US1.PG,D,20160201,000000,81.0700000
US1.PG,D,20160202,000000,80.2100000
US1.PG,D,20160203,000000,81.0300000
US1.PG,D,20160205,000000,81.1900000
US1.PG,D,20160208,000000,82.6600000
US1.PG,D,20160209,000000,82.6500000
US1.PG,D,20160210,000000,81.6000000
US1.PG,D,20160211,000000,79.8900000
US1.PG,D,20160212,000000,80.9800000
US1.PG,D,20160216,000000,81.4800000
US1.PG,D,20160217,000000,82.4000000
US1.PG,D,20160218,000000,81.9700000
US1.PG,D,20160219,000000,81.7600000
US1.PG,D,20160222,000000,82.1150000
US1.PG,D,20160223,000000,81.8200000
US1.PG,D,20160224,000000,81.6300000
US1.PG,D,20160225,000000,82.3200000
US1.PG,D,20160226,000000,81.0800000
US1.PG,D,20160229,000000,80.2800000
US1.PG,D,20160301,000000,81.2000000
US1.PG,D,20160302,000000,82.5300000
US1.PG,D,20160303,000000,82.8450000
US1.PG,D,20160304,000000,83.4100000
US1.PG,D,20160307,000000,83.0900000
US1.PG,D,20160308,000000,83.0700000
US1.PG,D,20160309,000000,82.9300000
US1.PG,D,20160310,000000,82.2400000
US1.PG,D,20160311,000000,81.7800000
US1.PG,D,20160314,000000,81.1700000
US1.PG,D,20160315,000000,81.2850000
US1.PG,D,20160316,000000,81.3300000
US1.PG,D,20160317,000000,82.7800000
US1.PG,D,20160318,000000,83.2000000
US1.PG,D,20160322,000000,82.7500000
US1.PG,D,20160323,000000,82.8300000
US1.PG,D,20160324,000000,82.8800000
US1.PG,D,20160328,000000,82.6050000
US1.PG,D,20160329,000000,82.8200000
US1.PG,D,20160330,000000,82.7000000
US1.PG,D,20160331,000000,82.3100000
US1.PG,D,20160401,000000,83.6000000
US1.PG,D,20160404,000000,83.1500000
US1.PG,D,20160405,000000,83.1500000
