<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
US1.MRK,D,20140623,000000,58.5000000
US1.MRK,D,20140624,000000,57.9200000
US1.MRK,D,20140625,000000,58.8550000
US1.MRK,D,20140626,000000,58.5300000
US1.MRK,D,20140627,000000,57.5300000
US1.MRK,D,20140630,000000,57.8400000
US1.MRK,D,20140701,000000,58.5100000
US1.MRK,D,20140702,000000,59.0500000
US1.MRK,D,20140703,000000,59.2000000
US1.MRK,D,20140707,000000,58.5300000
US1.MRK,D,20140708,000000,58.1700000
US1.MRK,D,20140709,000000,58.5600000
US1.MRK,D,20140710,000000,58.5800000
US1.MRK,D,20140711,000000,58.4650000
US1.MRK,D,20140714,000000,58.1700000
US1.MRK,D,20140715,000000,57.9650000
US1.MRK,D,20140716,000000,58.1450000
US1.MRK,D,20140717,000000,57.6000000
US1.MRK,D,20140718,000000,58.3400000
US1.MRK,D,20140721,000000,58.0100000
US1.MRK,D,20140722,000000,58.4450000
US1.MRK,D,20140723,000000,58.1000000
US1.MRK,D,20140724,000000,58.2000000
US1.MRK,D,20140725,000000,58.1400000
US1.MRK,D,20140728,000000,57.9800000
US1.MRK,D,20140729,000000,58.5800000
US1.MRK,D,20140730,000000,58.1000000
US1.MRK,D,20140731,000000,56.7500000
US1.MRK,D,20140801,000000,56.8200000
US1.MRK,D,20140804,000000,57.0600000
US1.MRK,D,20140805,000000,56.0250000
US1.MRK,D,20140806,000000,55.9400000
US1.MRK,D,20140807,000000,55.6400000
US1.MRK,D,20140808,000000,56.5400000
US1.MRK,D,20140811,000000,56.6450000
US1.MRK,D,20140812,000000,57.0300000
US1.MRK,D,20140813,000000,57.8700000
US1.MRK,D,20140814,000000,58.7800000
US1.MRK,D,20140815,000000,58.6150000
US1.MRK,D,20140818,000000,58.4150000
US1.MRK,D,20140819,000000,58.8950000
US1.MRK,D,20140820,000000,59.4800000
US1.MRK,D,20140821,000000,58.8300000
US1.MRK,D,20140822,000000,59.1650000
US1.MRK,D,20140825,000000,59.7550000
US1.MRK,D,20140826,000000,60.2100000
US1.MRK,D,20140827,000000,60.2600000
US1.MRK,D,20140828,000000,60.0100000
US1.MRK,D,20140829,000000,60.1100000
US1.MRK,D,20140902,000000,59.7750000
US1.MRK,D,20140903,000000,60.4950000
US1.MRK,D,20140904,000000,60.0350000
US1.MRK,D,20140905,000000,61.1400000
US1.MRK,D,20140908,000000,61.0500000
US1.MRK,D,20140909,000000,60.5600000
US1.MRK,D,20140910,000000,60.7700000
US1.MRK,D,20140911,000000,60.1200000
US1.MRK,D,20140912,000000,59.5400000
US1.MRK,D,20140915,000000,59.5300000
US1.MRK,D,20140916,000000,60.0000000
US1.MRK,D,20140917,000000,59.8850000
US1.MRK,D,20140918,000000,60.3200000
US1.MRK,D,20140919,000000,60.5100000
US1.MRK,D,20140922,000000,60.5900000
US1.MRK,D,20140923,000000,60.3100000
US1.MRK,D,20140924,000000,60.3550000
US1.MRK,D,20140925,000000,59.6400000
US1.MRK,D,20140926,000000,59.3750000
US1.MRK,D,20140929,000000,59.4200000
US1.MRK,D,20140930,000000,59.2900000
US1.MRK,D,20141001,000000,58.7150000
US1.MRK,D,20141002,000000,58.8400000
US1.MRK,D,20141003,000000,59.8800000
US1.MRK,D,20141006,000000,59.5900000
US1.MRK,D,20141007,000000,58.4600000
US1.MRK,D,20141008,000000,60.1700000
US1.MRK,D,20141009,000000,59.2200000
US1.MRK,D,20141010,000000,58.6700000
US1.MRK,D,20141013,000000,56.1100000
US1.MRK,D,20141014,000000,56.3400000
US1.MRK,D,20141015,000000,54.7300000
US1.MRK,D,20141016,000000,53.4000000
US1.MRK,D,20141017,000000,54.0200000
US1.MRK,D,20141020,000000,54.0550000
US1.MRK,D,20141021,000000,55.1200000
US1.MRK,D,20141022,000000,55.5200000
US1.MRK,D,20141023,000000,56.6200000
US1.MRK,D,20141024,000000,57.6000000
US1.MRK,D,20141027,000000,56.4400000
US1.MRK,D,20141028,000000,55.8500000
US1.MRK,D,20141029,000000,56.2000000
US1.MRK,D,20141030,000000,57.3000000
US1.MRK,D,20141031,000000,57.9200000
US1.MRK,D,20141103,000000,58.9100000
US1.MRK,D,20141104,000000,59.3400000
US1.MRK,D,20141105,000000,59.5550000
US1.MRK,D,20141106,000000,59.2200000
US1.MRK,D,20141107,000000,59.3100000
US1.MRK,D,20141110,000000,58.8000000
US1.MRK,D,20141111,000000,59.3800000
US1.MRK,D,20141112,000000,59.3200000
US1.MRK,D,20141113,000000,59.5600000
US1.MRK,D,20141114,000000,59.0700000
US1.MRK,D,20141117,000000,59.4500000
US1.MRK,D,20141118,000000,59.9100000
US1.MRK,D,20141119,000000,59.6300000
US1.MRK,D,20141120,000000,59.3700000
US1.MRK,D,20141121,000000,59.6500000
US1.MRK,D,20141124,000000,59.2500000
US1.MRK,D,20141125,000000,59.3800000
US1.MRK,D,20141126,000000,59.7450000
US1.MRK,D,20141128,000000,60.4300000
US1.MRK,D,20141201,000000,60.5200000
US1.MRK,D,20141202,000000,60.7900000
US1.MRK,D,20141203,000000,60.5800000
US1.MRK,D,20141204,000000,60.9250000
US1.MRK,D,20141205,000000,61.4700000
US1.MRK,D,20141208,000000,61.8800000
US1.MRK,D,20141209,000000,60.0000000
US1.MRK,D,20141210,000000,59.9800000
US1.MRK,D,20141211,000000,59.3200000
US1.MRK,D,20141212,000000,57.7900000
US1.MRK,D,20141215,000000,56.9200000
US1.MRK,D,20141216,000000,56.8100000
US1.MRK,D,20141217,000000,57.6600000
US1.MRK,D,20141218,000000,58.9700000
US1.MRK,D,20141219,000000,59.5800000
US1.MRK,D,20141222,000000,58.9600000
US1.MRK,D,20141223,000000,57.2200000
US1.MRK,D,20141224,000000,57.4700000
US1.MRK,D,20141226,000000,57.8000000
US1.MRK,D,20141229,000000,57.7450000
US1.MRK,D,20141230,000000,57.6450000
US1.MRK,D,20141231,000000,56.7900000
US1.MRK,D,20150102,000000,57.2000000
US1.MRK,D,20150105,000000,58.0500000
US1.MRK,D,20150106,000000,60.3100000
US1.MRK,D,20150107,000000,61.5900000
US1.MRK,D,20150108,000000,62.8500000
US1.MRK,D,20150109,000000,62.5800000
US1.MRK,D,20150112,000000,62.3200000
US1.MRK,D,20150113,000000,62.1800000
US1.MRK,D,20150114,000000,62.6400000
US1.MRK,D,20150115,000000,61.8800000
US1.MRK,D,20150116,000000,63.0100000
US1.MRK,D,20150120,000000,62.6200000
US1.MRK,D,20150121,000000,62.1700000
US1.MRK,D,20150122,000000,62.5900000
US1.MRK,D,20150123,000000,62.4950000
US1.MRK,D,20150126,000000,62.8400000
US1.MRK,D,20150127,000000,62.5700000
US1.MRK,D,20150128,000000,61.4600000
US1.MRK,D,20150129,000000,62.0900000
US1.MRK,D,20150130,000000,60.5000000
US1.MRK,D,20150202,000000,60.8700000
US1.MRK,D,20150203,000000,60.9950000
US1.MRK,D,20150204,000000,59.0500000
US1.MRK,D,20150205,000000,59.1600000
US1.MRK,D,20150206,000000,58.8100000
US1.MRK,D,20150209,000000,58.3350000
US1.MRK,D,20150210,000000,58.8400000
US1.MRK,D,20150211,000000,58.7300000
US1.MRK,D,20150212,000000,58.8600000
US1.MRK,D,20150213,000000,58.8000000
US1.MRK,D,20150217,000000,58.8000000
US1.MRK,D,20150218,000000,58.8000000
US1.MRK,D,20150219,000000,58.3000000
US1.MRK,D,20150220,000000,58.3400000
US1.MRK,D,20150223,000000,58.3000000
US1.MRK,D,20150224,000000,58.3650000
US1.MRK,D,20150225,000000,58.4800000
US1.MRK,D,20150226,000000,58.9650000
US1.MRK,D,20150227,000000,58.5650000
US1.MRK,D,20150302,000000,58.5700000
US1.MRK,D,20150303,000000,58.3400000
US1.MRK,D,20150304,000000,57.8800000
US1.MRK,D,20150305,000000,57.9700000
US1.MRK,D,20150306,000000,56.8400000
US1.MRK,D,20150309,000000,57.2700000
US1.MRK,D,20150310,000000,56.6000000
US1.MRK,D,20150311,000000,56.0600000
US1.MRK,D,20150312,000000,56.1600000
US1.MRK,D,20150313,000000,56.2050000
US1.MRK,D,20150316,000000,57.1100000
US1.MRK,D,20150317,000000,56.4900000
US1.MRK,D,20150318,000000,57.6500000
US1.MRK,D,20150319,000000,58.2550000
US1.MRK,D,20150320,000000,58.5400000
US1.MRK,D,20150323,000000,58.7300000
US1.MRK,D,20150324,000000,58.6200000
US1.MRK,D,20150325,000000,58.2800000
US1.MRK,D,20150326,000000,57.5900000
US1.MRK,D,20150327,000000,57.7450000
US1.MRK,D,20150330,000000,58.3600000
US1.MRK,D,20150331,000000,57.5550000
US1.MRK,D,20150401,000000,56.8500000
US1.MRK,D,20150402,000000,57.1100000
US1.MRK,D,20150406,000000,57.1800000
US1.MRK,D,20150407,000000,57.4500000
US1.MRK,D,20150408,000000,57.1450000
US1.MRK,D,20150409,000000,57.4200000
US1.MRK,D,20150410,000000,57.2400000
US1.MRK,D,20150413,000000,56.7600000
US1.MRK,D,20150414,000000,57.7500000
US1.MRK,D,20150415,000000,58.4300000
US1.MRK,D,20150416,000000,57.8650000
US1.MRK,D,20150417,000000,56.8900000
US1.MRK,D,20150420,000000,57.6000000
US1.MRK,D,20150421,000000,57.6500000
US1.MRK,D,20150422,000000,57.7100000
US1.MRK,D,20150423,000000,57.5300000
US1.MRK,D,20150424,000000,57.6050000
US1.MRK,D,20150427,000000,57.0250000
US1.MRK,D,20150428,000000,59.9800000
US1.MRK,D,20150429,000000,59.6800000
US1.MRK,D,20150430,000000,59.5800000
US1.MRK,D,20150501,000000,59.8500000
US1.MRK,D,20150504,000000,60.6400000
US1.MRK,D,20150505,000000,60.5500000
US1.MRK,D,20150506,000000,60.2450000
US1.MRK,D,20150507,000000,60.3050000
US1.MRK,D,20150508,000000,60.7100000
US1.MRK,D,20150511,000000,60.0050000
US1.MRK,D,20150512,000000,59.4450000
US1.MRK,D,20150513,000000,59.1800000
US1.MRK,D,20150514,000000,59.7700000
US1.MRK,D,20150515,000000,60.2250000
US1.MRK,D,20150518,000000,60.0200000
US1.MRK,D,20150519,000000,60.5300000
US1.MRK,D,20150520,000000,60.4500000
US1.MRK,D,20150521,000000,60.1200000
US1.MRK,D,20150522,000000,59.3900000
US1.MRK,D,20150526,000000,58.9700000
US1.MRK,D,20150527,000000,59.4600000
US1.MRK,D,20150528,000000,59.7050000
US1.MRK,D,20150529,000000,61.0700000
US1.MRK,D,20150601,000000,60.7600000
US1.MRK,D,20150602,000000,60.2300000
US1.MRK,D,20150603,000000,60.3800000
US1.MRK,D,20150604,000000,59.5100000
US1.MRK,D,20150605,000000,58.9800000
US1.MRK,D,20150608,000000,58.8600000
US1.MRK,D,20150609,000000,58.8200000
US1.MRK,D,20150610,000000,59.6450000
US1.MRK,D,20150611,000000,58.9300000
US1.MRK,D,20150612,000000,57.8600000
US1.MRK,D,20150615,000000,57.1100000
US1.MRK,D,20150616,000000,57.7100000
US1.MRK,D,20150617,000000,57.9400000
US1.MRK,D,20150618,000000,58.5800000
US1.MRK,D,20150619,000000,58.1200000
US1.MRK,D,20150622,000000,58.8000000
US1.MRK,D,20150623,000000,59.0300000
US1.MRK,D,20150624,000000,58.2400000
US1.MRK,D,20150625,000000,57.9100000
US1.MRK,D,20150626,000000,58.5150000
US1.MRK,D,20150629,000000,57.2950000
US1.MRK,D,20150630,000000,57.0100000
US1.MRK,D,20150701,000000,57.6400000
US1.MRK,D,20150702,000000,57.7200000
US1.MRK,D,20150706,000000,57.5150000
US1.MRK,D,20150707,000000,58.0050000
US1.MRK,D,20150708,000000,57.3400000
US1.MRK,D,20150709,000000,57.3600000
US1.MRK,D,20150710,000000,57.9600000
US1.MRK,D,20150713,000000,57.8750000
US1.MRK,D,20150714,000000,58.1650000
US1.MRK,D,20150715,000000,58.2300000
US1.MRK,D,20150716,000000,58.8200000
US1.MRK,D,20150717,000000,58.8150000
US1.MRK,D,20150720,000000,58.9950000
US1.MRK,D,20150721,000000,58.6800000
US1.MRK,D,20150722,000000,58.1200000
US1.MRK,D,20150723,000000,58.1000000
US1.MRK,D,20150724,000000,57.4000000
US1.MRK,D,20150727,000000,57.0200000
US1.MRK,D,20150728,000000,57.5100000
US1.MRK,D,20150729,000000,58.5500000
US1.MRK,D,20150730,000000,58.5300000
US1.MRK,D,20150731,000000,58.9600000
US1.MRK,D,20150803,000000,59.0500000
US1.MRK,D,20150804,000000,58.7250000
US1.MRK,D,20150805,000000,59.1200000
US1.MRK,D,20150806,000000,58.4450000
US1.MRK,D,20150807,000000,57.9800000
US1.MRK,D,20150810,000000,58.3750000
US1.MRK,D,20150811,000000,57.7750000
US1.MRK,D,20150812,000000,58.2700000
US1.MRK,D,20150813,000000,58.9900000
US1.MRK,D,20150814,000000,59.1900000
US1.MRK,D,20150817,000000,59.7300000
US1.MRK,D,20150818,000000,59.6500000
US1.MRK,D,20150819,000000,59.6550000
US1.MRK,D,20150820,000000,56.9900000
US1.MRK,D,20150821,000000,56.4200000
US1.MRK,D,20150824,000000,54.4000000
US1.MRK,D,20150826,000000,54.3700000
US1.MRK,D,20150827,000000,54.9500000
US1.MRK,D,20150828,000000,55.3500000
US1.MRK,D,20150831,000000,53.8600000
US1.MRK,D,20150901,000000,52.4100000
US1.MRK,D,20150902,000000,52.9400000
US1.MRK,D,20150903,000000,52.6600000
US1.MRK,D,20150904,000000,51.5800000
US1.MRK,D,20150908,000000,52.6000000
US1.MRK,D,20150909,000000,51.9300000
US1.MRK,D,20150910,000000,52.7100000
US1.MRK,D,20150911,000000,52.1000000
US1.MRK,D,20150914,000000,52.3500000
US1.MRK,D,20150915,000000,53.5500000
US1.MRK,D,20150916,000000,53.8600000
US1.MRK,D,20150917,000000,53.7100000
US1.MRK,D,20150918,000000,52.0700000
US1.MRK,D,20150921,000000,50.9800000
US1.MRK,D,20150922,000000,50.7400000
US1.MRK,D,20150923,000000,51.0350000
US1.MRK,D,20150924,000000,50.6450000
US1.MRK,D,20150925,000000,49.6200000
US1.MRK,D,20150928,000000,48.4400000
US1.MRK,D,20150929,000000,48.6800000
US1.MRK,D,20150930,000000,49.3550000
US1.MRK,D,20151001,000000,49.4600000
US1.MRK,D,20151002,000000,50.1400000
US1.MRK,D,20151012,000000,50.7000000
US1.MRK,D,20151013,000000,49.4500000
US1.MRK,D,20151014,000000,49.5500000
US1.MRK,D,20151015,000000,50.7200000
US1.MRK,D,20151016,000000,51.4700000
US1.MRK,D,20151019,000000,51.4100000
US1.MRK,D,20151020,000000,50.4200000
US1.MRK,D,20151021,000000,50.5650000
US1.MRK,D,20151022,000000,52.1100000
US1.MRK,D,20151023,000000,52.9050000
US1.MRK,D,20151026,000000,52.8900000
US1.MRK,D,20151027,000000,53.4800000
US1.MRK,D,20151028,000000,55.0550000
US1.MRK,D,20151029,000000,54.8600000
US1.MRK,D,20151030,000000,54.6800000
US1.MRK,D,20151102,000000,55.1200000
US1.MRK,D,20151103,000000,55.0500000
US1.MRK,D,20151104,000000,55.5500000
US1.MRK,D,20151105,000000,55.0500000
US1.MRK,D,20151106,000000,54.5550000
US1.MRK,D,20151109,000000,54.2500000
US1.MRK,D,20151110,000000,54.4100000
US1.MRK,D,20151111,000000,53.7100000
US1.MRK,D,20151112,000000,53.0550000
US1.MRK,D,20151113,000000,53.0100000
US1.MRK,D,20151116,000000,53.6900000
US1.MRK,D,20151117,000000,53.7350000
US1.MRK,D,20151118,000000,54.2100000
US1.MRK,D,20151119,000000,54.2500000
US1.MRK,D,20151120,000000,54.0300000
US1.MRK,D,20151123,000000,54.0200000
US1.MRK,D,20151124,000000,53.4800000
US1.MRK,D,20151125,000000,53.7250000
US1.MRK,D,20151127,000000,53.9600000
US1.MRK,D,20151130,000000,53.0700000
US1.MRK,D,20151201,000000,54.6300000
US1.MRK,D,20151202,000000,53.8250000
US1.MRK,D,20151203,000000,52.5250000
US1.MRK,D,20151204,000000,53.6300000
US1.MRK,D,20151207,000000,53.6850000
US1.MRK,D,20151208,000000,53.4900000
US1.MRK,D,20151209,000000,52.7800000
US1.MRK,D,20151210,000000,53.7800000
US1.MRK,D,20151211,000000,52.0750000
US1.MRK,D,20151214,000000,52.1950000
US1.MRK,D,20151215,000000,52.9100000
US1.MRK,D,20151216,000000,53.9900000
US1.MRK,D,20151217,000000,52.6900000
US1.MRK,D,20151218,000000,51.6400000
US1.MRK,D,20151221,000000,51.8900000
US1.MRK,D,20151222,000000,52.1100000
US1.MRK,D,20151223,000000,52.9700000
US1.MRK,D,20151224,000000,52.8500000
US1.MRK,D,20151228,000000,52.8400000
US1.MRK,D,20151229,000000,53.3400000
US1.MRK,D,20151230,000000,53.2500000
US1.MRK,D,20151231,000000,52.8400000
US1.MRK,D,20160104,000000,52.4800000
US1.MRK,D,20160105,000000,53.1550000
US1.MRK,D,20160106,000000,52.4200000
US1.MRK,D,20160107,000000,51.9300000
US1.MRK,D,20160108,000000,50.9900000
US1.MRK,D,20160111,000000,51.2400000
US1.MRK,D,20160112,000000,51.7550000
US1.MRK,D,20160113,000000,50.6500000
US1.MRK,D,20160114,000000,51.8000000
US1.MRK,D,20160115,000000,51.1400000
US1.MRK,D,20160119,000000,51.3300000
US1.MRK,D,20160120,000000,50.5600000
US1.MRK,D,20160121,000000,50.9150000
US1.MRK,D,20160122,000000,51.3400000
US1.MRK,D,20160125,000000,50.9200000
US1.MRK,D,20160126,000000,51.4600000
US1.MRK,D,20160127,000000,50.3700000
US1.MRK,D,20160128,000000,49.1900000
US1.MRK,D,20160129,000000,50.4800000
US1.MRK,D,20160201,000000,50.7300000
US1.MRK,D,20160202,000000,50.4000000
US1.MRK,D,20160203,000000,50.0100000
US1.MRK,D,20160205,000000,49.3400000
US1.MRK,D,20160208,000000,48.8200000
US1.MRK,D,20160209,000000,49.2000000
US1.MRK,D,20160210,000000,49.5400000
US1.MRK,D,20160211,000000,48.8200000
US1.MRK,D,20160212,000000,49.0200000
US1.MRK,D,20160216,000000,49.7750000
US1.MRK,D,20160217,000000,50.5800000
US1.MRK,D,20160218,000000,50.2900000
US1.MRK,D,20160219,000000,50.1200000
US1.MRK,D,20160222,000000,50.7500000
US1.MRK,D,20160223,000000,50.5400000
US1.MRK,D,20160224,000000,50.5500000
US1.MRK,D,20160225,000000,50.9750000
US1.MRK,D,20160226,000000,50.6300000
US1.MRK,D,20160229,000000,50.2000000
US1.MRK,D,20160301,000000,51.7400000
US1.MRK,D,20160302,000000,52.2750000
US1.MRK,D,20160303,000000,52.1350000
US1.MRK,D,20160304,000000,52.0700000
US1.MRK,D,20160307,000000,52.6000000
US1.MRK,D,20160308,000000,52.4400000
US1.MRK,D,20160309,000000,52.3500000
US1.MRK,D,20160310,000000,53.0600000
US1.MRK,D,20160311,000000,53.2000000
US1.MRK,D,20160314,000000,53.0700000
US1.MRK,D,20160315,000000,52.4150000
US1.MRK,D,20160316,000000,51.9600000
US1.MRK,D,20160317,000000,51.5400000
US1.MRK,D,20160318,000000,52.2700000
US1.MRK,D,20160322,000000,53.0400000
US1.MRK,D,20160323,000000,53.0800000
US1.MRK,D,20160324,000000,53.0600000
US1.MRK,D,20160328,000000,52.8400000
US1.MRK,D,20160329,000000,53.3300000
US1.MRK,D,20160330,000000,53.2100000
US1.MRK,D,20160331,000000,52.9150000
US1.MRK,D,20160401,000000,53.7500000
US1.MRK,D,20160404,000000,54.3900000
US1.MRK,D,20160405,000000,54.2500000
