<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
US1.YAHOO,D,20160301,000000,32.7900000
US1.YAHOO,D,20160302,000000,32.9200000
US1.YAHOO,D,20160303,000000,32.8500000
US1.YAHOO,D,20160304,000000,33.8600000
US1.YAHOO,D,20160307,000000,33.9300000
US1.YAHOO,D,20160308,000000,32.9400000
US1.YAHOO,D,20160309,000000,33.4900000
US1.YAHOO,D,20160310,000000,32.8300000
US1.YAHOO,D,20160311,000000,33.8100000
US1.YAHOO,D,20160314,000000,33.5900000
US1.YAHOO,D,20160315,000000,33.2400000
US1.YAHOO,D,20160316,000000,34.0000000
US1.YAHOO,D,20160317,000000,34.2800000
US1.YAHOO,D,20160318,000000,35.1800000
US1.YAHOO,D,20160322,000000,35.4200000
US1.YAHOO,D,20160323,000000,34.8100000
US1.YAHOO,D,20160324,000000,34.8600000
US1.YAHOO,D,20160328,000000,35.2000000
US1.YAHOO,D,20160329,000000,36.3800000
US1.YAHOO,D,20160330,000000,36.5600000
US1.YAHOO,D,20160331,000000,36.8000000
US1.YAHOO,D,20160401,000000,36.4900000
US1.YAHOO,D,20160404,000000,37.0300000
US1.YAHOO,D,20160405,000000,36.4000000
