<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
US2.AAPL,D,20150209,000000,119.6800000
US2.AAPL,D,20150210,000000,122.0100000
US2.AAPL,D,20150211,000000,124.8700000
US2.AAPL,D,20150212,000000,126.4200000
US2.AAPL,D,20150213,000000,127.0600000
US2.AAPL,D,20150217,000000,127.7400000
US2.AAPL,D,20150218,000000,128.7100000
US2.AAPL,D,20150219,000000,128.4500000
US2.AAPL,D,20150220,000000,129.5000000
US2.AAPL,D,20150223,000000,132.9900000
US2.AAPL,D,20150224,000000,132.1800000
US2.AAPL,D,20150225,000000,128.7300000
US2.AAPL,D,20150226,000000,130.4200000
US2.AAPL,D,20150227,000000,128.4700000
US2.AAPL,D,20150302,000000,129.0800000
US2.AAPL,D,20150303,000000,129.3800000
US2.AAPL,D,20150304,000000,128.5500000
US2.AAPL,D,20150305,000000,126.3900000
US2.AAPL,D,20150306,000000,126.6000000
US2.AAPL,D,20150309,000000,127.0800000
US2.AAPL,D,20150310,000000,124.5300000
US2.AAPL,D,20150311,000000,122.2500000
US2.AAPL,D,20150312,000000,124.4400000
US2.AAPL,D,20150313,000000,123.5700000
US2.AAPL,D,20150316,000000,124.9300000
US2.AAPL,D,20150317,000000,127.0550000
US2.AAPL,D,20150318,000000,128.4700000
US2.AAPL,D,20150319,000000,127.5300000
US2.AAPL,D,20150320,000000,126.5600000
US2.AAPL,D,20150323,000000,127.2700000
US2.AAPL,D,20150324,000000,126.6800000
US2.AAPL,D,20150325,000000,123.4700000
US2.AAPL,D,20150326,000000,124.2700000
US2.AAPL,D,20150327,000000,123.1100000
US2.AAPL,D,20150330,000000,126.3200000
US2.AAPL,D,20150331,000000,124.6700000
US2.AAPL,D,20150401,000000,124.1300000
US2.AAPL,D,20150402,000000,125.3200000
US2.AAPL,D,20150406,000000,127.3100000
US2.AAPL,D,20150407,000000,126.0000000
US2.AAPL,D,20150408,000000,125.5900000
US2.AAPL,D,20150409,000000,126.5400000
US2.AAPL,D,20150410,000000,127.1000000
US2.AAPL,D,20150413,000000,126.8900000
US2.AAPL,D,20150414,000000,126.2500000
US2.AAPL,D,20150415,000000,126.7800000
US2.AAPL,D,20150416,000000,126.2000000
US2.AAPL,D,20150417,000000,124.7500000
US2.AAPL,D,20150420,000000,127.5900000
US2.AAPL,D,20150421,000000,126.8600000
US2.AAPL,D,20150422,000000,128.6000000
US2.AAPL,D,20150423,000000,129.6800000
US2.AAPL,D,20150424,000000,130.2600000
US2.AAPL,D,20150427,000000,132.4200000
US2.AAPL,D,20150428,000000,130.4900000
US2.AAPL,D,20150429,000000,128.6100000
US2.AAPL,D,20150430,000000,125.3200000
US2.AAPL,D,20150501,000000,128.9600000
US2.AAPL,D,20150504,000000,128.7000000
US2.AAPL,D,20150505,000000,125.8300000
US2.AAPL,D,20150506,000000,125.1000000
US2.AAPL,D,20150507,000000,125.1900000
US2.AAPL,D,20150508,000000,127.5500000
US2.AAPL,D,20150511,000000,126.3300000
US2.AAPL,D,20150512,000000,125.9200000
US2.AAPL,D,20150513,000000,125.9900000
US2.AAPL,D,20150514,000000,128.9400000
US2.AAPL,D,20150515,000000,128.7650000
